ID,SEASON,TEAM_ID_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
143,2019,1610612753,0.5710000000000001,0.733,0.536,25.0,33.0,1610612740,0.552,0.778,0.294,22.0,40.0,1
144,2019,1610612745,0.37200000000000005,0.857,0.281,20.0,49.0,1610612754,0.4,0.773,0.355,25.0,54.0,0
145,2019,1610612755,0.46399999999999997,0.7879999999999999,0.425,27.0,47.0,1610612761,0.444,0.675,0.419,28.0,47.0,0
146,2019,1610612760,0.43799999999999994,0.815,0.381,20.0,50.0,1610612748,0.488,0.85,0.33299999999999996,24.0,40.0,1
147,2019,1610612743,0.494,0.632,0.371,33.0,42.0,1610612746,0.541,0.7829999999999999,0.37799999999999995,29.0,40.0,0
148,2019,1610612753,0.386,0.862,0.304,13.0,49.0,1610612751,0.42700000000000005,0.792,0.302,26.0,47.0,0
149,2019,1610612759,0.495,0.9,0.406,28.0,59.0,1610612745,0.40399999999999997,0.905,0.292,18.0,37.0,1
150,2019,1610612755,0.495,0.7140000000000001,0.455,28.0,34.0,1610612756,0.551,0.9520000000000001,0.429,28.0,44.0,0
151,2019,1610612763,0.39299999999999996,0.789,0.24100000000000002,26.0,44.0,1610612738,0.512,0.7829999999999999,0.43200000000000005,29.0,46.0,0
152,2019,1610612742,0.519,0.818,0.455,28.0,37.0,1610612757,0.469,0.9309999999999999,0.395,18.0,48.0,0
153,2019,1610612758,0.489,0.938,0.423,27.0,45.0,1610612740,0.512,0.789,0.292,25.0,34.0,1
154,2019,1610612764,0.41100000000000003,0.767,0.34299999999999997,22.0,44.0,1610612749,0.506,0.7140000000000001,0.474,25.0,53.0,0
155,2019,1610612756,0.47200000000000003,0.9309999999999999,0.5,29.0,53.0,1610612760,0.389,0.857,0.33299999999999996,24.0,40.0,1
156,2019,1610612762,0.47600000000000003,0.75,0.457,28.0,38.0,1610612742,0.565,0.875,0.5,29.0,34.0,0
157,2019,1610612749,0.39299999999999996,0.743,0.326,25.0,49.0,1610612761,0.433,0.6920000000000001,0.3,24.0,55.0,0
158,2019,1610612748,0.449,0.684,0.325,29.0,59.0,1610612754,0.39299999999999996,0.64,0.28600000000000003,20.0,45.0,1
159,2019,1610612747,0.5429999999999999,0.688,0.483,28.0,32.0,1610612743,0.584,0.7829999999999999,0.565,27.0,35.0,1
160,2019,1610612760,0.512,0.773,0.462,25.0,43.0,1610612764,0.413,0.818,0.25,23.0,44.0,1
161,2019,1610612761,0.479,0.758,0.385,25.0,40.0,1610612763,0.40700000000000003,0.688,0.33299999999999996,24.0,42.0,1
162,2019,1610612740,0.43799999999999994,0.773,0.4,30.0,48.0,1610612759,0.449,0.9690000000000001,0.39299999999999996,22.0,51.0,0
163,2019,1610612738,0.441,0.833,0.3,32.0,54.0,1610612753,0.402,0.846,0.319,24.0,52.0,1
